timestamp,department,item_name,item_category,current_stock,patient_volume,acuity_level,procedure_count,recent_usage_rate,supplier_delay_days,day_of_week,hour,season,reorder_point,unit_cost,supplier_reliability_score,pack_time_minutes,clinical_criticality,actual_usage_next_24h
2026-09-14T14:49:27.668408,Radiology,Nitrile Gloves Large,PPE,98,11,1.49,3,2.12,2.82,3,9,Summer,30,33.7,0.8,8.63,2,1.39
2026-09-14T14:49:27.669007,Labor and Delivery,Sterile Gauze,Wound Care,97,10,1.36,4,11.89,2.92,3,19,Winter,39,137.8,0.99,6.19,2,13.61
2026-09-14T14:49:27.670291,Radiology,IV Start Kit,IV Supplies,22,11,3.54,4,11.77,1.99,0,16,Spring,43,102.09,0.77,4.88,3,13.93
2026-09-14T14:49:27.670798,Labor and Delivery,Nitrile Gloves Medium,PPE,80,13,2.06,7,9.68,1.71,2,15,Summer,37,95.59,0.81,3.66,2,14.06
2026-09-14T14:49:27.671880,Surgery,Oxygen Mask,Respiratory,5,9,3.51,4,13.39,4.0,3,22,Winter,14,59.08,0.86,5.79,4,13.43
2026-09-14T14:49:27.671880,Radiology,Oxygen Mask,Respiratory,61,20,1.91,2,11.48,6.78,5,18,Summer,45,111.41,0.95,4.8,4,12.9
2026-09-14T14:49:27.672896,ICU,Patient Monitoring Leads,Monitoring,66,13,1.81,3,4.87,5.46,5,20,Autumn,25,12.23,0.86,7.38,4,6.31
2026-09-14T14:49:27.674133,Emergency Department,IV Start Kit,IV Supplies,15,11,2.09,6,14.64,3.42,1,7,Summer,41,15.19,0.94,2.1,3,14.97
2026-09-14T14:49:27.674133,ICU,Foley Catheter Kit,Catheterization,61,8,1.59,8,6.95,1.56,3,17,Winter,28,117.43,0.74,8.18,3,9.79
2026-09-14T14:49:27.675307,Outpatient Clinic,Nitrile Gloves Large,PPE,92,10,1.4,3,13.33,4.87,4,7,Summer,23,93.92,0.87,8.5,2,15.39
2026-09-14T14:49:27.677150,Surgery,Nitrile Gloves Medium,PPE,86,7,1.56,1,4.49,3.18,5,0,Winter,37,60.98,0.72,8.05,2,3.87
2026-09-14T14:49:27.677672,Surgery,Wound Care Pack,Wound Care,73,4,2.14,8,14.24,6.45,1,9,Winter,11,145.62,0.73,4.63,3,12.25
2026-09-14T14:49:27.678215,Labor and Delivery,Syringe 10ml,IV Supplies,94,11,2.56,3,10.2,4.07,5,21,Spring,48,26.23,0.98,1.62,3,14.75
2026-09-14T14:49:27.678740,Surgery,Nitrile Gloves Large,PPE,70,8,3.9,5,9.77,6.13,0,18,Spring,34,23.65,0.98,7.63,2,9.49
2026-09-14T14:49:27.679376,Labor and Delivery,Sterile Gauze,Wound Care,26,11,1.15,7,11.61,1.9,5,16,Spring,36,65.32,0.73,7.74,2,12.51
2026-09-14T14:49:27.680002,Outpatient Clinic,Nitrile Gloves Large,PPE,97,10,3.99,4,10.5,5.82,6,19,Summer,42,32.55,0.78,3.23,2,13.2
2026-09-14T14:49:27.680588,Surgery,Nasal Cannula,Respiratory,54,12,3.02,7,10.02,5.33,2,13,Autumn,26,138.15,0.88,5.84,3,9.45
2026-09-14T14:49:27.681123,Radiology,Oxygen Mask,Respiratory,13,9,2.91,5,8.5,5.6,1,12,Autumn,31,75.64,0.72,5.42,4,6.59
